PROVIDER_NUMBER,PROGRAM_NAME,PROGRAM_UMBRELLA,PROGRAM_STREET_ADDRESS1,PROGRAM_STREET_ADDRESS2,PROGRAM_CITY,PROGRAM_ZIPCODE,PROGRAM_PHONE,LICENSING_REGION,SUBSIDY_REGION,PROGRAM_TYPE,LICENSED_FUNDED,LICENSED_PROVIDER_STATUS,FUNDED_PROVIDER_STATUS,REGULATORY_STATUS,FIRST_ISSUED_DATE,LICENSED_CAPACITY,INFANT_BIRTH15MO,INFANTTODDLER_BIRTH33MO,TODDLER_15MO33MO,TODDLERPRESCHOOL_15MOK,PRESCHOOL_33MOK,PRESCHOOLSA_33MO8YR,KINDERGARTEN,KINDERGARTEN_SCHOOLAGE,SCHOOLAGE_5YR14YR,MULTIAGEGROUP_BIRTH14YR,VOUCHER_CONTRACT,C3_ATTESTATION,COI_CAT,SNAPSHOT_DATE,FULL_ADDRESS,Latitude,Longitude
P-259573,KCE Champions @ UP Academy Holland,"KinderCare Education, LLC",85 Olney Street,,Dorchester,02124,617-659-5307,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2023-01-30,62,,,,,,10,,,52,,true,,Very Low,2026-03-03,"85 Olney Street, Dorchester, MA 02124",42.305407248475,-71.073315163226
P-259584,"Aguilar Guerrero, Sara",,1435 Centre Street,,West Roxbury,02132,(857) 389-7214,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2023-02-17,6,,,,,,,,,,,false,,High,2026-03-03,"1435 Centre Street, West Roxbury, MA 02132",42.293439338791,-71.137307427823
P-259602,"Cordero Beltre, Crislery",,55 Greenbrier St #1,,Boston,02124,(857) 544-9637,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2022-12-08,6,,,,,,,,,,,true,,Very Low,2026-03-03,"55 Greenbrier St #1, Boston, MA 02124",42.298159938485,-71.071035369633
P-259658,"Knight, Juana",,28 Thane St,,Dorchester,02124,(617) 293-0011,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2022-12-05,10,,,,,,,,,,,true,,Very Low,2026-03-03,"28 Thane St, Dorchester, MA 02124",42.29642286143,-71.076175955616
P-259707,"Santos Diaz, Lissett Altagracia",,107 Blake St,#2,Hyde Park,02136,(508) 364-6819,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-03-25,6,,,,,,,,,,,true,,Low,2026-03-03,"107 Blake St, Hyde Park, MA 02136",42.268222768253,-71.105424155628
P-259831,"Jimenez de melo, Anabel",,36 Franklin Hill Avenue #2,,Dorchester,02124,(617) 459-6068,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2023-01-25,6,,,,,,,,,,,true,,Very Low,2026-03-03,"36 Franklin Hill Avenue #2, Dorchester, MA 02124",42.295057967247,-71.090631439034
P-259881,The Infant Room,The Infant Room,20 Brookley Rd,,Boston,02130,(617) 905-0437,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2023-07-12,44,11,4,9,,20,,,,,,true,,Low,2026-03-03,"20 Brookley Rd, Boston, MA 02130",42.304318050278,-71.108136961904
P-259926,"Lopez Mendez, Leydi",,726 Metropolitan Ave. # 1,,Hyde Park,02136,(857) 707-5399,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-04-07,6,,,,,,,,,,,true,,Very Low,2026-03-03,"726 Metropolitan Ave. # 1, Hyde Park, MA 02136",42.261038406737,-71.115988102541
P-260040,Little Amigos Early Learning Center,Little Amigos Early Learning Center,1195 Centre St,,West Roxbury,02132,(617) 418-1100,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2023-01-03,45,7,9,,9,20,,,,,,true,,High,2026-03-03,"1195 Centre St, West Roxbury, MA 02132",42.299143955354,-71.129056537066
P-260060,Saint Columbkille Partnership School,Archdiocese of Boston Schools,25 Arlington Street,,Brighton,02135,(617) 254-3110,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2024-03-04,80,,,,,80,,,,,,false,,Low,2026-03-03,"25 Arlington Street, Brighton, MA 02135",42.35217598491,-71.153465341752
P-260066,Massiel Martinez Mella,,59 Desoto Rd,,Boston,02132,(857) 200-1902,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2023-03-10,6,,,,,,,,,,,true,,Very Low,2026-03-03,"59 Desoto Rd, Boston, MA 02132",42.261044479865,-71.153352291194
P-260421,Katheryn Awildri Baez Gonzalez,,22 Wenworth Terrace Apt 1,,Dorchester,02124,(617) 991-5154,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2023-04-13,6,,,,,,,,,,,true,,Very Low,2026-03-03,"22 Wenworth Terrace Apt 1, Dorchester, MA 02124",42.28645094615,-71.074527252413
P-260635,"Castro Garcia, Feliciana",,14 Mount Everett St Apt 1,,Dorchester,02125,(857) 222-9286,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-07-20,6,,,,,,,,,,,true,,Very Low,2026-03-03,"14 Mount Everett St Apt 1, Dorchester, MA 02125",42.310774341357,-71.069704092531
P-260853,Ybelice Pena,,99 Norfolk St. #1,,Boston,02124,(857) 236-1392,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Inactive,2023-10-04,6,,,,,,,,,,,false,,Very Low,2026-03-03,"99 Norfolk St. #1, Boston, MA 02124",42.288516862867,-71.07593997699
P-260927,Catherine White-Phillips,,1036 Truman Parkway,,Hyde Park,02136,(617) 637-0574,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-08-02,6,,,,,,,,,,,false,,Low,2026-03-03,"1036 Truman Parkway, Hyde Park, MA 02136",42.241420974965,-71.126070972488
P-260942,"Soto Gomez, Zuleika",,8 Winborough Street,,Hyde Park,02136,(857) 300-8110,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2023-05-30,8,,,,,,,,,,,true,,Low,2026-03-03,"8 Winborough Street, Hyde Park, MA 02136",42.264943304566,-71.105808404282
P-260967,"Pina Diaz, Laurency",,26 Woodgate Street,,Mattapan,02126,(857) 308-6409,Metro Boston,Region 6,Family Child Care,Licensed,Renewal in progress,,Active,2023-04-13,6,,,,,,,,,,,true,,Very Low,2026-03-03,"26 Woodgate Street, Mattapan, MA 02126",42.276815962167,-71.078962223325
P-260996,"Cabrera Bautista, Kary",,23 Evelyn Street #3,,Mattapan,02126,(857) 544-8054,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-07-17,6,,,,,,,,,,,true,,Very Low,2026-03-03,"23 Evelyn Street #3, Mattapan, MA 02126",42.279696370257,-71.092102753811
P-261206,"Martinez Chala, Ylianna",,31 Bullard St #2,,Boston,02121,(617) 987-5887,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-06-06,8,,,,,,,,,,,true,,Very Low,2026-03-03,"31 Bullard St #2, Boston, MA 02121",42.302404567342,-71.073285715796
P-261242,Eliandra de Fatima Araujo,,279 Chelsea Street,,East Boston,02128,(617) 599-5070,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-08-10,6,,,,,,,,,,,false,,Very Low,2026-03-03,"279 Chelsea Street, East Boston, MA 02128",42.376528161185,-71.030998784963
P-261255,Genelys Early Learning Center,Genelys Early Learning Center,2 Estrella St,,Boston,02130,(347) 972-5081,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2024-10-29,20,,,9,,11,,,,,,true,,Low,2026-03-03,"2 Estrella St, Boston, MA 02130",42.322866039396,-71.102783903548
P-261336,My Little Rainbow Playhouse,Little Rainbow Learning Center,891 Hyde Park Avenue 1st floor,,Hyde Park,02136,(857) 345-9182,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2023-11-21,50,,18,,9,23,,,,,,true,,Low,2026-03-03,"891 Hyde Park Avenue 1st floor, Hyde Park, MA 02136",42.269554262543,-71.120887604219
P-261374,"Santos Diaz, Quircy",,21 Whipple Ave 2L,,Roslindale,02131,(857) 340-2651,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-07-31,6,,,,,,,,,,,true,,Low,2026-03-03,"21 Whipple Ave 2L, Roslindale, MA 02131",42.291492148301,-71.122072140956
P-261375,"Peguero, Emmi",,22 Rexford St. Apt. 2,,Mattapan,02126,(617) 922-5458,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-07-26,6,,,,,,,,,,,true,,Very Low,2026-03-03,"22 Rexford St. Apt. 2, Mattapan, MA 02126",42.270709611737,-71.094383378701
P-261403,Milagros Cruz,,31B Smith Street # 2,,Roxbury,02120,(857) 869-3903,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-08-28,6,,,,,,,,,,,true,,Very Low,2026-03-03,"31B Smith Street # 2, Roxbury, MA 02120",42.333597964548,-71.098100259464
P-261420,"Reyes Gonzalez, Yenny",,39 Harmon Street,,Mattapan,02126,(857) 261-3592,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-07-24,6,,,,,,,,,,,true,,Very Low,2026-03-03,"39 Harmon Street, Mattapan, MA 02126",42.269783351272,-71.102143508708
P-261434,"Tejeda Mejia, Yohanny",,4062 Washington St Apt 2,,Boston,02131,(617) 309-8723,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-09-10,6,,,,,,,,,,,true,,Low,2026-03-03,"4062 Washington St Apt 2, Boston, MA 02131",42.290853652666,-71.123342188061
P-261488,"Lorenzo Pimentel, Carmen",,"128 Wood ave, Apt. 2",,Hyde Park,02136,(857) 880-0263,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-08-15,6,,,,,,,,,,,true,,Low,2026-03-03,"128 Wood ave, Apt. 2, Hyde Park, MA 02136",42.269880466268,-71.110410929709
P-261490,"Ocegueda, Siprianita",,216 Blue Hill Avenue,,Roxbury,02119,(857) 544-0338,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-08-23,6,,,,,,,,,,,true,,Very Low,2026-03-03,"216 Blue Hill Avenue, Roxbury, MA 02119",42.317135978753,-71.077942934337
P-261543,"Ramirez, Maria Estela",,80 Bernard Street #1,,Dorchester,02124,(857) 222-9177,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-07-11,6,,,,,,,,,,,true,,Very Low,2026-03-03,"80 Bernard Street #1, Dorchester, MA 02124",42.293054156209,-71.079651141473
P-261670,"Del Villar, Willianna",,175 Clare Avenue D2,,Hyde Park,02136,(857) 237-2103,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-05-02,6,,,,,,,,,,,true,,Low,2026-03-03,"175 Clare Avenue D2, Hyde Park, MA 02136",42.272130850402,-71.119191629352
P-261671,"Soriano Rosario, Stephanie",,62 Julian Street #1,,Boston,02125,(857) 294-2288,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-08-16,8,,,,,,,,,,,true,,Very Low,2026-03-03,"62 Julian Street #1, Boston, MA 02125",42.319141613332,-71.074732250357
P-261697,"Rosario Munoz, Alexandra",,3948 Washington Street,,Roslindale,02131,(857) 376-7337,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-06-28,6,,,,,,,,,,,true,,Very Low,2026-03-03,"3948 Washington Street, Roslindale, MA 02131",42.293907695669,-71.120096821571
P-261715,BOPN@ Franklin Park Zoo,Boston Outdoor Preschool Network,1 Franklin Park Road,,Boston,02121,(857) 991-6849,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2023-12-28,20,,,,,,20,,,,,false,,Very Low,2026-03-03,"1 Franklin Park Road, Boston, MA 02121",42.30233095572,-71.087347882272
P-261827,"Paultre, Soraya",,204 Austin Street #1,,Hyde Park,02136,(352) 942-6393,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-08-21,6,,,,,,,,,,,false,,Low,2026-03-03,"204 Austin Street #1, Hyde Park, MA 02136",42.265743635035,-71.125001960394
P-261831,HernÃ¡ndez After School Program,Boston Public Schools,61 School Street,,Roxbury,02119,(617) 635-8187,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2023-10-02,178,,,,,20,,,,158,,true,,Very Low,2026-03-03,"61 School Street, Roxbury, MA 02119",42.313867726774,-71.098310779342
P-261952,"Paul, Casiana",,1090 River Street,,Hyde Park,02136,(781) 824-2169,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-01-18,6,,,,,,,,,,,true,,Very Low,2026-03-03,"1090 River Street, Hyde Park, MA 02136",42.257960891375,-71.118580452523
P-262060,"Ferreira Fannon, Norka",,153 Walworth St.,,Boston,02131,(787) 379-0804,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-02-29,6,,,,,,,,,,,true,,High,2026-03-03,"153 Walworth St., Boston, MA 02131",42.28160543197,-71.137364833623
P-262209,"Perez Rivas, Angel Miguel",,49 Georgia St #1,,Dorchester,02121,(857) 218-0542,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-12-07,10,,,,,,,,,,,true,,Very Low,2026-03-03,"49 Georgia St #1, Dorchester, MA 02121",42.31012841547,-71.084551336306
P-262288,Kids are People Preschool,Kids are People Elementary School,530 Commonwealth Avenue,,Boston,02215,(617) 266-0028,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2025-06-16,24,,,9,,,15,,,,,true,,Moderate,2026-03-03,"530 Commonwealth Avenue, Boston, MA 02215",42.348711628211,-71.096329524517
P-262439,"De Leon Mejia, Jessica",,6 Dewey Street. Apt #1,,Boston,02125,(857) 334-0359,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-10-02,6,,,,,,,,,,,true,,Very Low,2026-03-03,"6 Dewey Street. Apt #1, Boston, MA 02125",42.316861684754,-71.077400235545
P-262445,"Peguero Soto, Agustina",,669 Cummings Hwy,,Mattapan,02126,(857) 300-9288,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-02-13,6,,,,,,,,,,,true,,Low,2026-03-03,"669 Cummings Hwy, Mattapan, MA 02126",42.271085687397,-71.10396229385
P-262487,"Diaz, Altagracia Alexandra",,"90 Archdale Rd, Apt 397",,Roslindale,02131,(857) 258-8823,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-12-06,6,,,,,,,,,,,true,,Very Low,2026-03-03,"90 Archdale Rd, Apt 397, Roslindale, MA 02131",42.292001017244,-71.119985795903
P-262512,"Elgaali, Noha",,2 Aldwin RD.,,Roslindale,02131,(857) 234-3234,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-04-09,6,,,,,,,,,,,true,,Very Low,2026-03-03,"2 Aldwin RD., Roslindale, MA 02131",42.294347672226,-71.118846230729
P-262600,YMCA of Greater Boston @ The Edison,YMCA of Greater Boston,60 Glenmont Rd.,,Brighton,02135,(781) 439-0032,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2023-10-05,88,,,,,10,,,,78,,true,,Moderate,2026-03-03,"60 Glenmont Rd., Brighton, MA 02135",42.345842042612,-71.160148363283
P-262610,"Arias Peguero, Solanyi",,"42 Neponset Ave, #2",,Hyde Park,02136,(617) 637-3547,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-09-12,6,,,,,,,,,,,true,,Low,2026-03-03,"42 Neponset Ave, #2, Hyde Park, MA 02136",42.249025552145,-71.119272732159
P-262620,Wunderkind Planet,Vugar Khudiyev,320 Washington Street. Suite 200,,Brighton,02135,(617) 620-0099,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2024-12-27,40,14,,17,9,,,,,,,true,,Moderate,2026-03-03,"320 Washington Street. Suite 200, Brighton, MA 02135",42.34897723309,-71.151826986415
P-262623,"Mateo Moreta, Wendy",,"241 Delhi Street, house #1",,Mattapan,02126,(857) 919-4524,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-05-13,6,,,,,,,,,,,true,,Very Low,2026-03-03,"241 Delhi Street, house #1, Mattapan, MA 02126",42.274499988935,-71.091310742357
P-262638,"Batista Herrera, Yorkiris",,23 Dumas Street,,Dorchester,02124,(857) 468-3309,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-05-20,6,,,,,,,,,,,true,,Very Low,2026-03-03,"23 Dumas Street, Dorchester, MA 02124",42.284564341325,-71.085566521581
P-262671,"Varela, Keiry",,12 Leslie Street Apt 2,,Dorchester,02122,(781) 492-9762,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-02-06,6,,,,,,,,,,,true,,Low,2026-03-03,"12 Leslie Street Apt 2, Dorchester, MA 02122",42.295548217453,-71.0587252646
P-262815,"Eve de Santana, Nefertiti",,170 A Stratton St.,,Dorchester,02124,(857) 237-6064,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-01-29,6,,,,,,,,,,,true,,Very Low,2026-03-03,"170 A Stratton St., Dorchester, MA 02124",42.289822479804,-71.083669027095
P-262836,"Pimentel de Gonzalez, Neydin",,18 Lexington Ave #2,,Hyde Park,02136,(857) 399-3909,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-02-13,6,,,,,,,,,,,true,,Very Low,2026-03-03,"18 Lexington Ave #2, Hyde Park, MA 02136",42.261945520941,-71.115553331638
P-262845,"Fernandez, Rossangel",,66 Codman Park,,Boston,02119,(857) 707-2519,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-05-29,6,,,,,,,,,,,true,,Very Low,2026-03-03,"66 Codman Park, Boston, MA 02119",42.318928428684,-71.093647587361
P-262926,"Peguero, Daisy",,12 train st,,Dorchester,02122,(857) 544-1357,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-12-19,8,,,,,,,,,,,true,,Low,2026-03-03,"12 train st, Dorchester, MA 02122",42.295482609752,-71.055181799623
P-262938,"Rubio Tejeda, Keila",,61 Forest St,,Roxbury,02119,(857) 505-9204,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-12-28,6,,,,,,,,,,,true,,Very Low,2026-03-03,"61 Forest St, Roxbury, MA 02119",42.325883467239,-71.076576783582
P-262946,"Perez Santos, Migdalia",,18 Sonoma Street #7,,Dorchester,02121,(978) 795-7721,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-01-08,6,,,,,,,,,,,true,,Very Low,2026-03-03,"18 Sonoma Street #7, Dorchester, MA 02121",42.308121543529,-71.086731265203
P-263014,"Lara Soto, Mariali Yasiris",,919 Blue Hill Avenue #2,,Dorchester,02124,(857) 234-5112,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-12-13,6,,,,,,,,,,,true,,Very Low,2026-03-03,"919 Blue Hill Avenue #2, Dorchester, MA 02124",42.293342663176,-71.088589346835
P-263121,"Cespedes, Yordano",,43 Mclellan Street Apt 2,,Dorchester,02121,(617) 708-4854,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2023-12-28,10,,,,,,,,,,,true,,Very Low,2026-03-03,"43 Mclellan Street Apt 2, Dorchester, MA 02121",42.300010524597,-71.084342049612
P-263180,"Espinal, Ramon",,40 Intervale St #2,,Dorchester,02121,(857) 278-0390,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-10-23,6,,,,,,,,,,,false,,Very Low,2026-03-03,"40 Intervale St #2, Dorchester, MA 02121",42.311611899007,-71.079949297867
P-263184,"Rodriguez, Niurka",,24 Woodgate Street,,Mattapan,02126,(617) 505-8745,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-02-06,8,,,,,,,,,,,true,,Very Low,2026-03-03,"24 Woodgate Street, Mattapan, MA 02126",42.276854159384,-71.078928084563
P-263222,"Germain, Orpha",,8 Rich Street,,Mattapan,02126,(857) 500-9602,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-12-30,6,,,,,,,,,,,true,,Very Low,2026-03-03,"8 Rich Street, Mattapan, MA 02126",42.275467733684,-71.087869083963
P-263239,"Ruiz Feliz, Faustina",,822 Canterbury Street,,Roslindale,02132,(617) 905-2568,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-02-09,8,,,,,,,,,,,true,,Moderate,2026-03-03,"822 Canterbury Street, Roslindale, MA 02132",42.2817815156,-71.1133810051
P-263369,"Santillan, Yesenia",,20 American Legion Hwy Boston,,Boston,02124,(857) 867-9516,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-06-27,6,,,,,,,,,,,true,,Very Low,2026-03-03,"20 American Legion Hwy Boston, Boston, MA 02124",42.297872175093,-71.08786106722
P-263370,"da Silva Carmo Lins, Cleidiane",,67 Sierra Rd apt 2,,Hyde Park,02136,(781) 312-5685,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-02-16,6,,,,,,,,,,,true,,Low,2026-03-03,"67 Sierra Rd apt 2, Hyde Park, MA 02136",42.236774846929,-71.126766004752
P-263371,Little Crafters Child Care Center,"Little Crafters, LLC",4174 Washington Street,,Roslindale,02131,(617) 938-9429,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2024-01-22,37,8,,9,,20,,,,,,true,,Low,2026-03-03,"4174 Washington Street, Roslindale, MA 02131",42.287811317242,-71.126569815066
P-263506,"Diaz de Rodriguez, Mirossy Yamile",,5 Nightingale 1,,Dorchester,02124,(857) 424-4160,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2025-03-11,6,,,,,,,,,,,true,,Very Low,2026-03-03,"5 Nightingale 1, Dorchester, MA 02124",42.295739066917,-71.081034453006
P-263517,"Arias de Martinez, Luisa",,35 Kenberma Rd,,Boston,02124,(210) 993-2802,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-12-09,6,,,,,,,,,,,true,,Very Low,2026-03-03,"35 Kenberma Rd, Boston, MA 02124",42.295844024451,-71.072926211096
P-263530,"Cora, Amarilys",,33 Messinger Street,,Mattapan,02126,(617) 290-9628,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-07-12,6,,,,,,,,,,,true,,Very Low,2026-03-03,"33 Messinger Street, Mattapan, MA 02126",42.273147595397,-71.09886681418
P-263567,"Araujo Reilly de Liriano, Margarita",,"60 Woolson St, apartment 1",,Mattapan,02126,(857) 247-5105,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-08-01,6,,,,,,,,,,,true,,Very Low,2026-03-03,"60 Woolson St, apartment 1, Mattapan, MA 02126",42.281270548868,-71.089397052155
P-263617,"Pena Pujols, Yris",,9 Bow Street,,Hyde Park,02136,(857) 212-5600,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-07-08,6,,,,,,,,,,,true,,Low,2026-03-03,"9 Bow Street, Hyde Park, MA 02136",42.243854541904,-71.118810953169
P-263834,"Mejia Rivera, Auria Dolores",,55 Sunnyside St Apt L2,,Hyde Park,02136,(857) 250-7007,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-08-05,6,,,,,,,,,,,true,,Low,2026-03-03,"55 Sunnyside St Apt L2, Hyde Park, MA 02136",42.250574398411,-71.133895558697
P-263859,"Sanquintin, Alexandra",,41 Richfield St #2,,Dorchester,02125,6178180052,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-09-16,6,,,,,,,,,,,true,,Very Low,2026-03-03,"41 Richfield St #2, Dorchester, MA 02125",42.307276231511,-71.070837196949
P-263883,YMCA of Greater Boston @ The Trotter,YMCA of Greater Boston,131 Walnut St.,,Boston,02119,617-635-8247,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2024-01-22,80,,,,,,,,,80,,true,,Moderate,2026-03-03,"131 Walnut St., Boston, MA 02119",42.321478022752,-71.085643804905
P-263884,YMCA of Greater Boston @ Neighborhood House Charter School,YMCA of Greater Boston,21 Queen St Claymont Terrace,,Dorchester,02122,(857) 205-5632,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2024-02-12,124,,,,,,20,,,104,,true,,Low,2026-03-03,"21 Queen St Claymont Terrace, Dorchester, MA 02122",42.293892794297,-71.05326830453
P-263885,YMCA of Greater Boston @ Mildred Ave,YMCA of Greater Boston,5 Mildred Ave,,Boston,02126,(857) 205-5632,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2024-01-22,52,,,,,,,,,52,,true,,Very Low,2026-03-03,"5 Mildred Ave, Boston, MA 02126",42.277732825009,-71.090826350275
P-263886,YMCA of Greater Boston @ The Sarah Greenwood,YMCA of Greater Boston,186 Glenway St,,Dorchester,02121,(857) 205-5632,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2024-01-22,62,,,,,,,,,62,,true,,Very Low,2026-03-03,"186 Glenway St, Dorchester, MA 02121",42.296856674958,-71.080551752734
P-264081,"Guerrero Diaz, Ashley Yelisbeth",,90 Fowler St apt A,,Dorchester,02121,(617) 460-3901,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-06-10,6,,,,,,,,,,,true,,Very Low,2026-03-03,"90 Fowler St apt A, Dorchester, MA 02121",42.301239869634,-71.080134904061
P-264083,Holy Name Parish School,Archdiocese of Boston Schools,535 West Roxbury Parkway,,West Roxbury,02132,(617) 325-9338,Metro Boston,Region 6,Center-based Care,Licensed,Current,,,2024-07-25,80,,,,,80,,,,,,true,,High,2026-03-03,"535 West Roxbury Parkway, West Roxbury, MA 02132",42.287849778843,-71.147611580274
P-264104,"Araujo de Rivera, Yeidy",,78 Floyd St #2,,Dorchester,02124,(857) 302-9591,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-07-17,8,,,,,,,,,,,true,,Very Low,2026-03-03,"78 Floyd St #2, Dorchester, MA 02124",42.288765713689,-71.087076155783
P-264124,"Suarez Azunje, Karla C",,651 Hyde Park Av,,Roslindale,02131,(857) 746-0627,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-06-28,6,,,,,,,,,,,true,,Low,2026-03-03,"651 Hyde Park Av, Roslindale, MA 02131",42.278013304009,-71.119370279965
P-264147,BOPN@ Arnold Arboretum,Boston Outdoor Preschool Network,125 Arborway,,Boston,02130,(857) 991-6849,Metro Boston,Region 6,Center-based Care,Licensed,Renewal in progress,,,2024-07-01,69,,,,9,,60,,,,,true,,Moderate,2026-03-03,"125 Arborway, Boston, MA 02130",42.310341643738,-71.122502236073
P-264182,"Vasquez, Luis David",,108 Homestead St. Apt 1,,Dorchester,02121,(347) 431-5946,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-04-16,6,,,,,,,,,,,true,,Very Low,2026-03-03,"108 Homestead St. Apt 1, Dorchester, MA 02121",42.311767831323,-71.090024657967
P-264198,"Pimentel, Natalia",,10 Quincefield St,,Boston,02125,(781) 308-6421,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-07-31,6,,,,,,,,,,,true,,Very Low,2026-03-03,"10 Quincefield St, Boston, MA 02125",42.318858772061,-71.066755811548
P-264294,"Moscat, Karina",,67 Wildwood St apt 1,,Boston,02126,(857) 762-9472,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-05-07,8,,,,,,,,,,,true,,Very Low,2026-03-03,"67 Wildwood St apt 1, Boston, MA 02126",42.282659234722,-71.089511701848
P-264311,"Navarro Nunez, Jesey",,19 Wabon Street,Apt 1,Dorchester,02121,(857) 389-1308,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-04-08,6,,,,,,,,,,,true,,Very Low,2026-03-03,"19 Wabon Street, Dorchester, MA 02121",42.314260289378,-71.084313568325
P-264334,"Diaz Rosario, Laury",,17 Ballou Ave,,Boston,02124,(857) 230-8952,Metro Boston,Region 6,Family Child Care,Licensed,Current,,Active,2024-06-03,8,,,,,,,,,,,true,,Very Low,2026-03-03,"17 Ballou Ave, Boston, MA 02124",42.287149643333,-71.08084096298
